,index,cardId,cardType,name,img,regulation,setNum,setCount,rarity,dexNum,dexClass,height,weight,dexDesc,author,desc,stage,hp,pType,ability,abilityDesc,waza1Cost,waza1Name,waza1Damage,waza1Desc,waza2Cost,waza2Name,waza2Damage,waza2Desc,GXCost,GXName,GXDamage,GXDesc,weakType,weakValue,resistType,resistValue,escape,spRule
65,66,30066,pokemon,ゲッコウガ,/assets/images/card_images/large/XY1-Bx/030066_P_GEKKOUGA.jpg,XY1-Bx,21,60,rare_r_c,658,しのびポケモン,1.5,40.0,水を 圧縮して 手裏剣を 作り出す。 高速回転させて 飛ばすと 金属も 真っ二つ。,5ban Graphics,,2 進化,130,['water'],みずしゅりけん,自分の手札からwaterエネルギーを1枚選び、トラッシュする。その後、相手のポケモンを1匹選び、ダメカンを3個のせる。この特性は、自分の番に1回使える。,['water'],かすみぎり,50,このワザのダメージは、弱点・抵抗力と、相手のバトルポケモンにかかっている効果の計算をしない。,,,,,,,,,grass,×2,,,1,
66,67,30067,pokemon,ピカチュウ,/assets/images/card_images/large/XY1-Bx/030067_P_PIKACHUU.jpg,XY1-Bx,22,60,rare_c_c,25,ねずみポケモン,0.4,6.0,尻尾を 立てて まわりの 様子を 探っていると ときどき 雷が 尻尾に 落ちてくる。,MAHOU,,たね,60,['electric'],,,['none'],ほっぺすりすり,,コインを1回投げオモテなら、相手のバトルポケモンをマヒにする。,"['none', 'none']",でんこうせっか,20＋,コインを1回投げオモテなら、10ダメージを追加。,,,,,fighting,×2,steel,－20,1,
67,68,30068,pokemon,ライチュウ,/assets/images/card_images/large/XY1-Bx/030068_P_RAICHUU.jpg,XY1-Bx,23,60,rare_r_c,26,ねずみポケモン,0.8,30.0,電気が たまってくると 筋肉が 刺激され いつもより 攻撃的に なってしまう。,Mitsuhiro Arita,,1 進化,90,['electric'],,,"['none', 'none']",エレキサークル,20×,自分のベンチポケモンの数×20ダメージ。,"['electric', 'electric', 'none']",10まんボルト,100,このポケモンについているエネルギーをすべてトラッシュする。,,,,,fighting,×2,steel,－20,0,
68,69,30069,pokemon,アーボ,/assets/images/card_images/large/XY1-Bx/030069_P_ABO.jpg,XY1-Bx,24,60,rare_c_c,23,へびポケモン,2.0,6.9,育つほどに どんどん 長くなる。 そして 夜中は 木の枝に グルグルと 絡まって 休む。,Shigenori Negishi,,たね,70,['psychic'],,,"['none', 'none']",かみつく,20,,,,,,,,,,psychic,×2,,,2,
69,70,30070,pokemon,アーボック,/assets/images/card_images/large/XY1-Bx/030070_P_ABOKKU.jpg,XY1-Bx,25,60,rare_u_c,24,コブラポケモン,3.5,65.0,お腹の 模様が 怖い 顔に 見える。 弱い 敵は その模様を 見ただけで 逃げ出してしまう。,Naoki Saito,,1 進化,90,['psychic'],,,['none'],いえき,20,次の自分の番の終わりまで、このワザを受けたポケモンが持つ特性はなくなる。,"['psychic', 'none', 'none']",どくづき,50,相手のバトルポケモンをどくにする。,,,,,psychic,×2,,,1,
70,71,30071,pokemon,バネブー,/assets/images/card_images/large/XY1-Bx/030071_P_BANEBU.jpg,XY1-Bx,26,60,rare_c_c,325,とびはねポケモン,0.7,30.6,尻尾を バネのかわりに いつも 飛び跳ねている。 跳ねる 振動で 心臓を 鼓動 させているのだ。,Atsuko Nishida,,たね,60,['psychic'],,,['psychic'],はねる,10,,,,,,,,,,psychic,×2,,,1,
71,72,30072,pokemon,ブーピッグ,/assets/images/card_images/large/XY1-Bx/030072_P_BUPIGGU.jpg,XY1-Bx,27,60,rare_c_c,326,あやつりポケモン,0.9,71.5,黒真珠で サイコパワーを 強め 奇妙な ステップで 相手の 心を 操るぞ。,sui,,1 進化,100,['psychic'],,,"['psychic', 'none']",トリックステップ,30,のぞむなら、相手のバトルポケモンについているエネルギーを1個選び、ベンチポケモンにつけ替えてよい。,"['psychic', 'psychic', 'none']",サイケこうせん,60,相手のバトルポケモンをこんらんにする。,,,,,psychic,×2,,,2,
72,73,30073,pokemon,ボクレー,/assets/images/card_images/large/XY1-Bx/030073_P_BOKURE.jpg,XY1-Bx,28,60,rare_c_c,708,きりかぶポケモン,0.4,7.0,腐った 切り株に 魂が 宿り ポケモンに なった。 人の 寄りつかない 森に 住む。,5ban Graphics,,たね,60,['psychic'],,,['psychic'],おどろかす,,相手の手札からオモテを見ないで1枚選ぶ。その後、そのカードを見てから相手の山札にもどし、山札を切る。,"['psychic', 'none', 'none']",ひっかける,30,,,,,,dark,×2,fighting,－20,2,
73,74,30074,pokemon,オーロット,/assets/images/card_images/large/XY1-Bx/030074_P_OROTTO.jpg,XY1-Bx,29,60,rare_r_c,709,ろうぼくポケモン,1.5,71.0,ほかの 木々を 自在に 操る。 森を 荒らす 人間は 死ぬまで 森から 出られないようにするのだ。,5ban Graphics,,1 進化,110,['psychic'],もりののろい,このポケモンがバトル場にいるかぎり、相手は手札からグッズを出して使えない。,"['psychic', 'none', 'none']",ウッドスラム,60,相手のベンチポケモンを2匹選び、そのポケモンにも、それぞれ20ダメージ。［ベンチは弱点・抵抗力の計算をしない。］,,,,,,,,,dark,×2,fighting,－20,3,
74,75,30075,pokemon,ルナトーン,/assets/images/card_images/large/XY1-Bx/030075_P_RUNATON.jpg,XY1-Bx,30,60,rare_c_c,337,いんせきポケモン,1.0,168.0,満月の 夜になると 活発に 活動するため 月の 満ち欠けと 関係していると 言われている。,kawayoo,,たね,80,['fighting'],,,['none'],ダブルドロー,,自分の山札を2枚引く。,"['fighting', 'none']",ムーンフォース,20,次の相手の番、このワザを受けたポケモンが使うワザのダメージは「-20」される。,,,,,grass,×2,,,1,
75,76,30076,pokemon,ドッコラー,/assets/images/card_images/large/XY1-Bx/030076_P_DOKKORA.jpg,XY1-Bx,31,60,rare_c_c,532,きんこつポケモン,0.6,12.5,いつも 角材を 抱えている。 建築 現場に 現れて 工事を 手伝う ポケモン。,MAHOU,,たね,70,['fighting'],,,"['fighting', 'none']",ぶんなぐる,20＋,コインを1回投げオモテなら、20ダメージを追加。,,,,,,,,,psychic,×2,,,2,
76,77,30077,pokemon,ドテッコツ,/assets/images/card_images/large/XY1-Bx/030077_P_DOTEKKOTSU.jpg,XY1-Bx,32,60,rare_c_c,533,きんこつポケモン,1.2,40.0,鍛えあげた 筋肉の 持ち主。 鉄骨を たくみに 操って 一軒家を 解体してくれる。,Kouki Saitou,,1 進化,90,['fighting'],,,"['fighting', 'none']",ぶんなぐる,20＋,コインを1回投げオモテなら、20ダメージを追加。,"['fighting', 'fighting', 'none']",アームハンマー,60,相手の山札を上から1枚トラッシュする。,,,,,psychic,×2,,,3,
77,78,30078,pokemon,ローブシン,/assets/images/card_images/large/XY1-Bx/030078_P_ROBUSHIN.jpg,XY1-Bx,33,60,rare_u_c,534,きんこつポケモン,1.4,87.0,コンクリートを 作る 技術は ２０００年前に ローブシンから 教わったと 考えられている。,Masakazu Fukuda,,2 進化,140,['fighting'],,,['fighting'],めざましビンタ,30＋,相手のバトルポケモンが特殊状態なら、60ダメージを追加。その後、相手のバトルポケモンの特殊状態をすべて回復する。,"['fighting', 'fighting', 'none']",ばくれつパンチ,60＋,コインを1回投げオモテなら、40ダメージを追加し、相手のバトルポケモンをこんらんにする。,,,,,psychic,×2,,,3,
78,79,30079,pokemon,メグロコ,/assets/images/card_images/large/XY1-Bx/030079_P_MEGUROKO.jpg,XY1-Bx,34,60,rare_c_c,551,さばくワニポケモン,0.7,15.2,砂の 中に 潜り 目と 鼻を 外に 出して 移動する。 黒い 膜が 目を 守る。,Sumiyoshi Kizuki,,たね,70,['dark'],,,"['none', 'none']",ぶつかる,20,,"['dark', 'dark', 'none']",やみのキバ,50,,,,,,fighting,×2,psychic,－20,3,
79,80,30080,pokemon,ワルビル,/assets/images/card_images/large/XY1-Bx/030080_P_WARUBIRU.jpg,XY1-Bx,35,60,rare_c_c,552,さばくワニポケモン,1.0,33.4,数匹で 群れを 作る。 眼球を カバーする 膜が 砂嵐から 目を 守る。,Akira Komayama,,1 進化,90,['dark'],,,"['none', 'none']",かみくだく,20,コインを1回投げオモテなら、相手のバトルポケモンについているエネルギーを1個選び、トラッシュする。,"['dark', 'dark', 'none']",やみのキバ,60,,,,,,fighting,×2,psychic,－20,3,
80,81,30081,pokemon,ワルビアル,/assets/images/card_images/large/XY1-Bx/030081_P_WARUBIARU.jpg,XY1-Bx,36,60,rare_u_c,553,いかくポケモン,1.5,96.3,とても 凶暴な ポケモン。 目の前で 動くものは すべて 襲いかかり かみくだこうとする。,match,,2 進化,140,['dark'],,,"['dark', 'none', 'none']",いやがらせ,50,コインを1回投げオモテなら、次の相手の番、相手は手札からサポートを出して使えない。,"['dark', 'dark', 'none', 'none']",なぐりとばす,80,相手のバトルポケモンをベンチポケモンと入れ替える。［バトル場に出すポケモンは相手が選ぶ。］,,,,,fighting,×2,psychic,－20,3,
81,82,30082,pokemon,ゾロア,/assets/images/card_images/large/XY1-Bx/030082_P_ZOROA.jpg,XY1-Bx,37,60,rare_c_c,570,わるぎつねポケモン,0.7,12.5,相手そっくりに 化けているように みせかけ だましたり 驚かして そのすきに 逃げ出すことが 多い。,Toyste Beach,,たね,50,['dark'],,,['dark'],ひっかく,10,,"['dark', 'none']",わるだくみ,,自分の山札から好きなカードを1枚選び、手札に加える。そして山札を切る。,,,,,fighting,×2,psychic,－20,1,
82,83,30083,pokemon,ゾロアーク,/assets/images/card_images/large/XY1-Bx/030083_P_ZOROAKU.jpg,XY1-Bx,38,60,rare_r_c,571,ばけぎつねポケモン,1.6,81.1,いっぺんに 大勢の 人を 化かす 力を 持つ。 幻の 景色を 見せて 住処を 守る。,Kagemaru Himeno,,1 進化,100,['dark'],,,['dark'],おいつめる,30,次の相手の番、このワザを受けたポケモンは、にげられない。,"['dark', 'none', 'none']",ナイトクロー,100,コインを1回投げウラなら、このポケモンについているエネルギーを2個選び、トラッシュする。,,,,,fighting,×2,psychic,－20,1,
83,84,30084,pokemon,エアームドEX,/assets/images/card_images/large/XY1-Bx/030084_P_EAMUDOEX.jpg,XY1-Bx,39,60,rare_rr,,,,,,Eske Yoshinob,,たね,170,['steel'],,,"['none', 'none']",ねらいおとす,30,ダメージを与える前に、相手のバトルポケモンについている「ポケモンのどうぐ」をトラッシュする。,"['steel', 'steel', 'none']",キリモミドライバー,80＋,ダメージを与えるとき、すでに相手のバトルポケモンにダメカンがのっているなら、40ダメージを追加。,,,,,fire,×2,psychic,－20,1,ポケモンEXがきぜつしたとき、相手はサイドを2枚とる。
84,85,30085,pokemon,コマタナ,/assets/images/card_images/large/XY1-Bx/030085_P_KOMATANA.jpg,XY1-Bx,40,60,rare_c_c,624,はものポケモン,0.5,10.2,全身が 刃物の ポケモン。 戦いで 刃こぼれすると 河原の 石で 刃を とぐ。,Midori Harada,,たね,60,['steel'],,,['none'],きりおとす,,コインを1回投げオモテなら、相手のバトルポケモンについているエネルギーを1個選び、トラッシュする。,"['steel', 'none']",メタルクロー,30,,,,,,fire,×2,psychic,－20,1,
85,86,30086,pokemon,キリキザン,/assets/images/card_images/large/XY1-Bx/030086_P_KIRIKIZAN.jpg,XY1-Bx,41,60,rare_u_c,625,とうじんポケモン,1.6,70.0,数匹の コマタナを 戦わせ 傷つき 動けなくなった 獲物を 真っ二つにする 怖い ポケモン。,Hitoshi Ariga,,1 進化,90,['steel'],,,['steel'],きんぞくおん,,相手のバトルポケモンをこんらんにする。,"['steel', 'none']",メタルスラッガー,40,次の自分の番、このポケモンが使う「メタルスラッガー」のダメージは「+40」される。,,,,,fire,×2,psychic,－20,2,
86,87,30087,pokemon,ペロッパフ,/assets/images/card_images/large/XY1-Bx/030087_P_PEROPPAFU.jpg,XY1-Bx,42,60,rare_c_c,684,わたあめポケモン,0.4,3.5,わたあめのような 甘くて ベタつく 白い 糸を 出して 相手を 絡め取り 動きを 封じる。,5ban Graphics,,たね,60,['fairy'],,,['none'],たいあたり,10,,"['fairy', 'none']",ようせいのかぜ,20,,,,,,steel,×2,dark,－20,1,
87,88,30088,pokemon,ペロリーム,/assets/images/card_images/large/XY1-Bx/030088_P_PERORIMU.jpg,XY1-Bx,43,60,rare_r_c,685,ホイップポケモン,0.8,5.0,わずかな においでも かぎわける 敏感な きゅうかくを 活かして パティシエの 手伝いを している。,5ban Graphics,,1 進化,90,['fairy'],スイートベール,このポケモンがいるかぎり、fairyエネルギーがついている自分のポケモン全員は、特殊状態にならない。（受けている特殊状態は、すべて回復する。）,"['fairy', 'none']",ドレインキッス,30,このポケモンのHPを「30」回復する。,,,,,,,,,steel,×2,dark,－20,2,
88,89,30089,pokemon,ゼルネアスEX,/assets/images/card_images/large/XY1-Bx/030089_P_ZERUNEASUEX.jpg,XY1-Bx,44,60,rare_rr,,,,,,5ban Graphics,,たね,170,['fairy'],,,"['fairy', 'none', 'none']",ブレイクスルー,60,相手のベンチポケモンを1匹選び、そのポケモンにも30ダメージ。［ベンチは弱点・抵抗力の計算をしない。］,"['fairy', 'fairy', 'none', 'none']",ブラストX,140,次の自分の番、このポケモンは「ブラストX」を使えない。,,,,,steel,×2,dark,－20,2,ポケモンEXがきぜつしたとき、相手はサイドを2枚とる。
89,90,30090,pokemon,ケンタロス,/assets/images/card_images/large/XY1-Bx/030090_P_KENTAROSU.jpg,XY1-Bx,45,60,rare_u_c,128,あばれうしポケモン,1.4,88.4,３本の 尻尾で 自分を たたき 戦う 気持ちを 高めると 全速力で 突っこんでくる。,Midori Harada,,たね,110,['none'],,,['none'],とっしん,30,このポケモンにも10ダメージ。,"['none', 'none', 'none']",いかりばくはつ,30×,このポケモンにのっているダメカンの数ぶんコインを投げ、オモテの数×30ダメージ。,,,,,fighting,×2,,,2,
90,91,30091,pokemon,ノコッチ,/assets/images/card_images/large/XY1-Bx/030091_P_NOKOCCHI.jpg,XY1-Bx,46,60,rare_c_c,206,つちへびポケモン,1.5,14.0,だれかに 見られると 尻尾で 地面を 掘って 後ろ向きに 逃げ出すのだ。,Naoyo Kimura,,たね,40,['none'],,,['none'],へびにらみ,,コインを1回投げオモテなら、相手のバトルポケモンをマヒにする。,"['none', 'none']",きずにかみつく,10＋,相手のバトルポケモンにのっているダメカンの数×10ダメージを追加。,,,,,fighting,×2,,,0,
91,92,30092,pokemon,スバメ,/assets/images/card_images/large/XY1-Bx/030092_P_SUBAME.jpg,XY1-Bx,47,60,rare_c_c,276,こツバメポケモン,0.3,2.3,強い 相手にも 勇敢に 立ち向かう 根性の 持ち主。 暖かい 土地を 目指して 飛ぶ。,sui,,たね,50,['none'],,,"['none', 'none']",つばめがえし,10＋,コインを1回投げオモテなら、30ダメージを追加。,,,,,,,,,electric,×2,fighting,－20,1,
92,93,30093,pokemon,オオスバメ,/assets/images/card_images/large/XY1-Bx/030093_P_OOSUBAME.jpg,XY1-Bx,48,60,rare_u_c,277,ツバメポケモン,0.7,19.8,２本の 尾羽が ピンと 立って いれば 健康な 証拠。 優雅に 大空を 飛び回る。,Mizue,,1 進化,90,['none'],おいはらう,相手のバトルポケモンをベンチポケモンと入れ替える（バトル場に出すポケモンは相手が選ぶ）。この特性は、自分の番に1回使える。,"['none', 'none', 'none']",つばさでうつ,60,,,,,,,,,,electric,×2,fighting,－20,1,
93,94,30094,pokemon,ヨーテリー,/assets/images/card_images/large/XY1-Bx/030094_P_YOTERI.jpg,XY1-Bx,49,60,rare_c_c,506,こいぬポケモン,0.4,4.1,顔を 覆う 長い 毛は 優れた レーダー。 周囲の 様子を 敏感に 察知する。,match,,たね,50,['none'],,,['none'],たいあたり,10,,"['none', 'none']",かみつく,20,,,,,,fighting,×2,,,1,
94,95,30095,pokemon,ハーデリア,/assets/images/card_images/large/XY1-Bx/030095_P_HADERIA.jpg,XY1-Bx,50,60,rare_c_c,507,ちゅうけんポケモン,0.9,14.7,トレーナーを 助けながら 他の ポケモンの 世話もする とても 忠実な ポケモン。,Tomokazu Komiya,,1 進化,80,['none'],,,"['none', 'none']",かみつく,20,,"['none', 'none', 'none']",とびつく,50＋,コインを1回投げオモテなら、20ダメージを追加。,,,,,fighting,×2,,,1,
95,96,30096,pokemon,ムーランド,/assets/images/card_images/large/XY1-Bx/030096_P_MURANDO.jpg,XY1-Bx,51,60,rare_u_c,508,かんだいポケモン,1.2,61.0,吹雪で 閉ざされた 山に 入り 遭難した 人を 助ける。 長い 毛が 寒さを 防ぐ。,Kouki Saitou,,2 進化,140,['none'],,,"['none', 'none', 'none']",かみちぎる,60＋,相手のバトルポケモンが「ポケモンEX」なら、60ダメージを追加。,"['none', 'none', 'none', 'none']",ワイルドバーク,80,相手のベンチポケモンを1匹選び、そのポケモンにも20ダメージ。［ベンチは弱点・抵抗力の計算をしない。］,,,,,fighting,×2,,,3,
96,97,30097,pokemon,ホルビー,/assets/images/card_images/large/XY1-Bx/030097_P_HORUBI.jpg,XY1-Bx,52,60,rare_c_c,659,あなほりポケモン,0.4,5.0,大きな 耳で 地面を 掘って 巣穴を 作る。 一晩中 休まずに 掘り続けられる。,5ban Graphics,,たね,60,['none'],,,"['none', 'none']",あなをほる,10,コインを1回投げオモテなら、次の相手の番、このポケモンはワザのダメージや効果を受けない。,,,,,,,,,fighting,×2,,,1,
